College Name|Branch|Category|Gender|Cutoff Rank
MLR Institute of Technology, Hyderabad|CSE|EWS|F|6959
MLR Institute of Technology, Hyderabad|ECE|OC|M|12132
MLR Institute of Technology, Hyderabad|ECE|OC|F|9028
MLR Institute of Technology, Hyderabad|ECE|BC-A|M|12130
MLR Institute of Technology, Hyderabad|ECE|BC-A|F|11245
MLR Institute of Technology, Hyderabad|ECE|BC-B|M|9423
MLR Institute of Technology, Hyderabad|ECE|BC-B|F|8105
MLR Institute of Technology, Hyderabad|ECE|BC-C|M|7736
MLR Institute of Technology, Hyderabad|ECE|BC-C|F|7719
MLR Institute of Technology, Hyderabad|ECE|BC-D|M|8609
MLR Institute of Technology, Hyderabad|ECE|BC-D|F|3755
MLR Institute of Technology, Hyderabad|ECE|SC|M|3358
MLR Institute of Technology, Hyderabad|ECE|SC|F|11527
MLR Institute of Technology, Hyderabad|ECE|ST|M|6318
MLR Institute of Technology, Hyderabad|ECE|ST|F|10400
MLR Institute of Technology, Hyderabad|ECE|EWS|M|10003
MLR Institute of Technology, Hyderabad|ECE|EWS|F|3414
MLR Institute of Technology, Hyderabad|EEE|OC|M|14222
MLR Institute of Technology, Hyderabad|EEE|OC|F|12360
MLR Institute of Technology, Hyderabad|EEE|BC-A|M|12162
MLR Institute of Technology, Hyderabad|EEE|BC-A|F|10083
MLR Institute of Technology, Hyderabad|EEE|BC-B|M|7080
MLR Institute of Technology, Hyderabad|EEE|BC-B|F|10997
MLR Institute of Technology, Hyderabad|EEE|BC-C|M|8316
MLR Institute of Technology, Hyderabad|EEE|BC-C|F|8499
MLR Institute of Technology, Hyderabad|EEE|BC-D|M|5586
MLR Institute of Technology, Hyderabad|EEE|BC-D|F|11861
MLR Institute of Technology, Hyderabad|EEE|SC|M|5458
MLR Institute of Technology, Hyderabad|EEE|SC|F|5234
MLR Institute of Technology, Hyderabad|EEE|ST|M|7304
MLR Institute of Technology, Hyderabad|EEE|ST|F|12452
MLR Institute of Technology, Hyderabad|EEE|EWS|M|9251
MLR Institute of Technology, Hyderabad|EEE|EWS|F|7923
MLR Institute of Technology, Hyderabad|IT|OC|M|10824
MLR Institute of Technology, Hyderabad|IT|OC|F|11934
MLR Institute of Technology, Hyderabad|IT|BC-A|M|9647
MLR Institute of Technology, Hyderabad|IT|BC-A|F|5330
MLR Institute of Technology, Hyderabad|IT|BC-B|M|10207
MLR Institute of Technology, Hyderabad|IT|BC-B|F|2561
MLR Institute of Technology, Hyderabad|IT|BC-C|M|10537
MLR Institute of Technology, Hyderabad|IT|BC-C|F|7363
MLR Institute of Technology, Hyderabad|IT|BC-D|M|5976
MLR Institute of Technology, Hyderabad|IT|BC-D|F|2933
MLR Institute of Technology, Hyderabad|IT|SC|M|7189
MLR Institute of Technology, Hyderabad|IT|SC|F|10649
MLR Institute of Technology, Hyderabad|IT|ST|M|6416
MLR Institute of Technology, Hyderabad|IT|ST|F|7234
MLR Institute of Technology, Hyderabad|IT|EWS|M|2799
MLR Institute of Technology, Hyderabad|IT|EWS|F|5495
MLR Institute of Technology, Hyderabad|MECH|OC|M|11290
MLR Institute of Technology, Hyderabad|MECH|OC|F|16366
MLR Institute of Technology, Hyderabad|MECH|BC-A|M|11634
MLR Institute of Technology, Hyderabad|MECH|BC-A|F|9958
MLR Institute of Technology, Hyderabad|MECH|BC-B|M|11032
MLR Institute of Technology, Hyderabad|MECH|BC-B|F|7834
MLR Institute of Technology, Hyderabad|MECH|BC-C|M|10605
MLR Institute of Technology, Hyderabad|MECH|BC-C|F|12188
MLR Institute of Technology, Hyderabad|MECH|BC-D|M|7257
MLR Institute of Technology, Hyderabad|MECH|BC-D|F|12466
MLR Institute of Technology, Hyderabad|MECH|SC|M|16348
MLR Institute of Technology, Hyderabad|MECH|SC|F|15773
MLR Institute of Technology, Hyderabad|MECH|ST|M|13380
MLR Institute of Technology, Hyderabad|MECH|ST|F|10898
MLR Institute of Technology, Hyderabad|MECH|EWS|M|11819
MLR Institute of Technology, Hyderabad|MECH|EWS|F|16612
MLR Institute of Technology, Hyderabad|CIVIL|OC|M|14300
MLR Institute of Technology, Hyderabad|CIVIL|OC|F|12493
MLR Institute of Technology, Hyderabad|CIVIL|BC-A|M|13670
MLR Institute of Technology, Hyderabad|CIVIL|BC-A|F|10701
MLR Institute of Technology, Hyderabad|CIVIL|BC-B|M|12331
MLR Institute of Technology, Hyderabad|CIVIL|BC-B|F|10897
MLR Institute of Technology, Hyderabad|CIVIL|BC-C|M|8836
MLR Institute of Technology, Hyderabad|CIVIL|BC-C|F|17326
MLR Institute of Technology, Hyderabad|CIVIL|BC-D|M|9089
MLR Institute of Technology, Hyderabad|CIVIL|BC-D|F|13395
MLR Institute of Technology, Hyderabad|CIVIL|SC|M|15908
MLR Institute of Technology, Hyderabad|CIVIL|SC|F|12207
MLR Institute of Technology, Hyderabad|CIVIL|ST|M|9336
MLR Institute of Technology, Hyderabad|CIVIL|ST|F|11228
MLR Institute of Technology, Hyderabad|CIVIL|EWS|M|8279
MLR Institute of Technology, Hyderabad|CIVIL|EWS|F|14987
MLR Institute of Technology, Hyderabad|DS|OC|M|12517
MLR Institute of Technology, Hyderabad|DS|OC|F|10112
MLR Institute of Technology, Hyderabad|DS|BC-A|M|10849
MLR Institute of Technology, Hyderabad|DS|BC-A|F|7584
MLR Institute of Technology, Hyderabad|DS|BC-B|M|10808
MLR Institute of Technology, Hyderabad|DS|BC-B|F|5507
MLR Institute of Technology, Hyderabad|DS|BC-C|M|7610
MLR Institute of Technology, Hyderabad|DS|BC-C|F|8990
MLR Institute of Technology, Hyderabad|DS|BC-D|M|8204
MLR Institute of Technology, Hyderabad|DS|BC-D|F|7015
MLR Institute of Technology, Hyderabad|DS|SC|M|7361
MLR Institute of Technology, Hyderabad|DS|SC|F|6981
MLR Institute of Technology, Hyderabad|DS|ST|M|11982
MLR Institute of Technology, Hyderabad|DS|ST|F|3805
MLR Institute of Technology, Hyderabad|DS|EWS|M|11139
MLR Institute of Technology, Hyderabad|DS|EWS|F|9093
Vardhaman College of Engineering, Hyderabad|CSE|OC|M|11177
Vardhaman College of Engineering, Hyderabad|CSE|OC|F|5180
Vardhaman College of Engineering, Hyderabad|CSE|BC-A|M|8873
Vardhaman College of Engineering, Hyderabad|CSE|BC-A|F|8757
Vardhaman College of Engineering, Hyderabad|CSE|BC-B|M|8627
Vardhaman College of Engineering, Hyderabad|CSE|BC-B|F|6507
Vardhaman College of Engineering, Hyderabad|CSE|BC-C|M|9387
Vardhaman College of Engineering, Hyderabad|CSE|BC-C|F|4971
Vardhaman College of Engineering, Hyderabad|CSE|BC-D|M|4401
Vardhaman College of Engineering, Hyderabad|CSE|BC-D|F|9412
Vardhaman College of Engineering, Hyderabad|CSE|SC|M|9536
Vardhaman College of Engineering, Hyderabad|CSE|SC|F|1970
Vardhaman College of Engineering, Hyderabad|CSE|ST|M|2788
Vardhaman College of Engineering, Hyderabad|CSE|ST|F|4045
Vardhaman College of Engineering, Hyderabad|CSE|EWS|M|4395
Vardhaman College of Engineering, Hyderabad|CSE|EWS|F|2150
Vardhaman College of Engineering, Hyderabad|ECE|OC|M|9737
Vardhaman College of Engineering, Hyderabad|ECE|OC|F|10636
Vardhaman College of Engineering, Hyderabad|ECE|BC-A|M|10265
Vardhaman College of Engineering, Hyderabad|ECE|BC-A|F|6101
Vardhaman College of Engineering, Hyderabad|ECE|BC-B|M|11428
Vardhaman College of Engineering, Hyderabad|ECE|BC-B|F|8178
Vardhaman College of Engineering, Hyderabad|ECE|BC-C|M|6830
Vardhaman College of Engineering, Hyderabad|ECE|BC-C|F|6141
Vardhaman College of Engineering, Hyderabad|ECE|BC-D|M|3159
Vardhaman College of Engineering, Hyderabad|ECE|BC-D|F|10108
Vardhaman College of Engineering, Hyderabad|ECE|SC|M|12165
Vardhaman College of Engineering, Hyderabad|ECE|SC|F|10847
Vardhaman College of Engineering, Hyderabad|ECE|ST|M|4927
Vardhaman College of Engineering, Hyderabad|ECE|ST|F|11611
Vardhaman College of Engineering, Hyderabad|ECE|EWS|M|7434
Vardhaman College of Engineering, Hyderabad|ECE|EWS|F|6576
Vardhaman College of Engineering, Hyderabad|EEE|OC|M|8401
Vardhaman College of Engineering, Hyderabad|EEE|OC|F|6896
Vardhaman College of Engineering, Hyderabad|EEE|BC-A|M|8959
Vardhaman College of Engineering, Hyderabad|EEE|BC-A|F|4570
Vardhaman College of Engineering, Hyderabad|EEE|BC-B|M|13339
Vardhaman College of Engineering, Hyderabad|EEE|BC-B|F|8906
Vardhaman College of Engineering, Hyderabad|EEE|BC-C|M|9527
Vardhaman College of Engineering, Hyderabad|EEE|BC-C|F|11248
Vardhaman College of Engineering, Hyderabad|EEE|BC-D|M|10775
Vardhaman College of Engineering, Hyderabad|EEE|BC-D|F|14221
Vardhaman College of Engineering, Hyderabad|EEE|SC|M|8334
Vardhaman College of Engineering, Hyderabad|EEE|SC|F|6633
Vardhaman College of Engineering, Hyderabad|EEE|ST|M|12262
Vardhaman College of Engineering, Hyderabad|EEE|ST|F|13616
Vardhaman College of Engineering, Hyderabad|EEE|EWS|M|7840
Vardhaman College of Engineering, Hyderabad|EEE|EWS|F|7382
Vardhaman College of Engineering, Hyderabad|IT|OC|M|4843
Vardhaman College of Engineering, Hyderabad|IT|OC|F|9307
Vardhaman College of Engineering, Hyderabad|IT|BC-A|M|8104
Vardhaman College of Engineering, Hyderabad|IT|BC-A|F|5924
Vardhaman College of Engineering, Hyderabad|IT|BC-B|M|7374
Vardhaman College of Engineering, Hyderabad|IT|BC-B|F|7049
Vardhaman College of Engineering, Hyderabad|IT|BC-C|M|8757
Vardhaman College of Engineering, Hyderabad|IT|BC-C|F|6520
Vardhaman College of Engineering, Hyderabad|IT|BC-D|M|3534
Vardhaman College of Engineering, Hyderabad|IT|BC-D|F|5009
Vardhaman College of Engineering, Hyderabad|IT|SC|M|8233
Vardhaman College of Engineering, Hyderabad|IT|SC|F|5736
Vardhaman College of Engineering, Hyderabad|IT|ST|M|6656
Vardhaman College of Engineering, Hyderabad|IT|ST|F|11032
Vardhaman College of Engineering, Hyderabad|IT|EWS|M|8825
Vardhaman College of Engineering, Hyderabad|IT|EWS|F|11134
Vardhaman College of Engineering, Hyderabad|MECH|OC|M|10565
Vardhaman College of Engineering, Hyderabad|MECH|OC|F|14123
Vardhaman College of Engineering, Hyderabad|MECH|BC-A|M|7371
Vardhaman College of Engineering, Hyderabad|MECH|BC-A|F|13664
Vardhaman College of Engineering, Hyderabad|MECH|BC-B|M|12997
Vardhaman College of Engineering, Hyderabad|MECH|BC-B|F|14356
Vardhaman College of Engineering, Hyderabad|MECH|BC-C|M|7217
Vardhaman College of Engineering, Hyderabad|MECH|BC-C|F|16106
Vardhaman College of Engineering, Hyderabad|MECH|BC-D|M|11409
Vardhaman College of Engineering, Hyderabad|MECH|BC-D|F|15219
Vardhaman College of Engineering, Hyderabad|MECH|SC|M|9970
Vardhaman College of Engineering, Hyderabad|MECH|SC|F|13332
Vardhaman College of Engineering, Hyderabad|MECH|ST|M|11563
Vardhaman College of Engineering, Hyderabad|MECH|ST|F|10619
Vardhaman College of Engineering, Hyderabad|MECH|EWS|M|12413
Vardhaman College of Engineering, Hyderabad|MECH|EWS|F|9018
Vardhaman College of Engineering, Hyderabad|CIVIL|OC|M|17754
Vardhaman College of Engineering, Hyderabad|CIVIL|OC|F|16789
Vardhaman College of Engineering, Hyderabad|CIVIL|BC-A|M|9669
Vardhaman College of Engineering, Hyderabad|CIVIL|BC-A|F|9940
Vardhaman College of Engineering, Hyderabad|CIVIL|BC-B|M|14777
Vardhaman College of Engineering, Hyderabad|CIVIL|BC-B|F|9551
Vardhaman College of Engineering, Hyderabad|CIVIL|BC-C|M|11925
Vardhaman College of Engineering, Hyderabad|CIVIL|BC-C|F|10566
Vardhaman College of Engineering, Hyderabad|CIVIL|BC-D|M|8028
Vardhaman College of Engineering, Hyderabad|CIVIL|BC-D|F|8751
Vardhaman College of Engineering, Hyderabad|CIVIL|SC|M|9694
Vardhaman College of Engineering, Hyderabad|CIVIL|SC|F|14510
Vardhaman College of Engineering, Hyderabad|CIVIL|ST|M|13328
Vardhaman College of Engineering, Hyderabad|CIVIL|ST|F|16545
Vardhaman College of Engineering, Hyderabad|CIVIL|EWS|M|12723
Vardhaman College of Engineering, Hyderabad|CIVIL|EWS|F|11314
Vardhaman College of Engineering, Hyderabad|DS|OC|M|10267
Vardhaman College of Engineering, Hyderabad|DS|OC|F|9820
Vardhaman College of Engineering, Hyderabad|DS|BC-A|M|8858
Vardhaman College of Engineering, Hyderabad|DS|BC-A|F|5293
Vardhaman College of Engineering, Hyderabad|DS|BC-B|M|8455
Vardhaman College of Engineering, Hyderabad|DS|BC-B|F|12157
Vardhaman College of Engineering, Hyderabad|DS|BC-C|M|12184
Vardhaman College of Engineering, Hyderabad|DS|BC-C|F|8780
Vardhaman College of Engineering, Hyderabad|DS|BC-D|M|7783
Vardhaman College of Engineering, Hyderabad|DS|BC-D|F|5800
Vardhaman College of Engineering, Hyderabad|DS|SC|M|11333
Vardhaman College of Engineering, Hyderabad|DS|SC|F|8899
Vardhaman College of Engineering, Hyderabad|DS|ST|M|10683
Vardhaman College of Engineering, Hyderabad|DS|ST|F|11154
Vardhaman College of Engineering, Hyderabad|DS|EWS|M|3566
Vardhaman College of Engineering, Hyderabad|DS|EWS|F|5493
Kakatiya Institute of Technology & Science, Warangal|CSE|OC|M|4270
Kakatiya Institute of Technology & Science, Warangal|CSE|OC|F|8502
Kakatiya Institute of Technology & Science, Warangal|CSE|BC-A|M|10368
Kakatiya Institute of Technology & Science, Warangal|CSE|BC-A|F|10298
Kakatiya Institute of Technology & Science, Warangal|CSE|BC-B|M|5248
Kakatiya Institute of Technology & Science, Warangal|CSE|BC-B|F|3776
Kakatiya Institute of Technology & Science, Warangal|CSE|BC-C|M|7340
Kakatiya Institute of Technology & Science, Warangal|CSE|BC-C|F|10420
Kakatiya Institute of Technology & Science, Warangal|CSE|BC-D|M|1858
Kakatiya Institute of Technology & Science, Warangal|CSE|BC-D|F|11026
Kakatiya Institute of Technology & Science, Warangal|CSE|SC|M|11177
Kakatiya Institute of Technology & Science, Warangal|CSE|SC|F|1706
Kakatiya Institute of Technology & Science, Warangal|CSE|ST|M|6537
Kakatiya Institute of Technology & Science, Warangal|CSE|ST|F|4642
Kakatiya Institute of Technology & Science, Warangal|CSE|EWS|M|6569
Kakatiya Institute of Technology & Science, Warangal|CSE|EWS|F|4933
Kakatiya Institute of Technology & Science, Warangal|ECE|OC|M|5000
Kakatiya Institute of Technology & Science, Warangal|ECE|OC|F|4079
Kakatiya Institute of Technology & Science, Warangal|ECE|BC-A|M|5588
Kakatiya Institute of Technology & Science, Warangal|ECE|BC-A|F|6422
Kakatiya Institute of Technology & Science, Warangal|ECE|BC-B|M|7072
Kakatiya Institute of Technology & Science, Warangal|ECE|BC-B|F|11629
Kakatiya Institute of Technology & Science, Warangal|ECE|BC-C|M|6994
Kakatiya Institute of Technology & Science, Warangal|ECE|BC-C|F|12289
Kakatiya Institute of Technology & Science, Warangal|ECE|BC-D|M|12950
Kakatiya Institute of Technology & Science, Warangal|ECE|BC-D|F|3994
Kakatiya Institute of Technology & Science, Warangal|ECE|SC|M|9531
Kakatiya Institute of Technology & Science, Warangal|ECE|SC|F|11306
Kakatiya Institute of Technology & Science, Warangal|ECE|ST|M|9911
Kakatiya Institute of Technology & Science, Warangal|ECE|ST|F|7287
Kakatiya Institute of Technology & Science, Warangal|ECE|EWS|M|12850
Kakatiya Institute of Technology & Science, Warangal|ECE|EWS|F|8793
Kakatiya Institute of Technology & Science, Warangal|EEE|OC|M|14028
Kakatiya Institute of Technology & Science, Warangal|EEE|OC|F|9301
Kakatiya Institute of Technology & Science, Warangal|EEE|BC-A|M|14142
Kakatiya Institute of Technology & Science, Warangal|EEE|BC-A|F|4570
Kakatiya Institute of Technology & Science, Warangal|EEE|BC-B|M|12511
Kakatiya Institute of Technology & Science, Warangal|EEE|BC-B|F|5196
Kakatiya Institute of Technology & Science, Warangal|EEE|BC-C|M|12560
Kakatiya Institute of Technology & Science, Warangal|EEE|BC-C|F|12350
Kakatiya Institute of Technology & Science, Warangal|EEE|BC-D|M|14167
Kakatiya Institute of Technology & Science, Warangal|EEE|BC-D|F|12158
Kakatiya Institute of Technology & Science, Warangal|EEE|SC|M|6265
Kakatiya Institute of Technology & Science, Warangal|EEE|SC|F|5885
Kakatiya Institute of Technology & Science, Warangal|EEE|ST|M|6991
Kakatiya Institute of Technology & Science, Warangal|EEE|ST|F|7223
Kakatiya Institute of Technology & Science, Warangal|EEE|EWS|M|12998
Kakatiya Institute of Technology & Science, Warangal|EEE|EWS|F|12002
Kakatiya Institute of Technology & Science, Warangal|IT|OC|M|7593
Kakatiya Institute of Technology & Science, Warangal|IT|OC|F|10803
Kakatiya Institute of Technology & Science, Warangal|IT|BC-A|M|3378
Kakatiya Institute of Technology & Science, Warangal|IT|BC-A|F|9312
Kakatiya Institute of Technology & Science, Warangal|IT|BC-B|M|8889
Kakatiya Institute of Technology & Science, Warangal|IT|BC-B|F|3953
Kakatiya Institute of Technology & Science, Warangal|IT|BC-C|M|4073
Kakatiya Institute of Technology & Science, Warangal|IT|BC-C|F|2532
Kakatiya Institute of Technology & Science, Warangal|IT|BC-D|M|12149
Kakatiya Institute of Technology & Science, Warangal|IT|BC-D|F|7890
Kakatiya Institute of Technology & Science, Warangal|IT|SC|M|10070
Kakatiya Institute of Technology & Science, Warangal|IT|SC|F|2641
Kakatiya Institute of Technology & Science, Warangal|IT|ST|M|3749
Kakatiya Institute of Technology & Science, Warangal|IT|ST|F|7404
Kakatiya Institute of Technology & Science, Warangal|IT|EWS|M|12272
Kakatiya Institute of Technology & Science, Warangal|IT|EWS|F|10676
Kakatiya Institute of Technology & Science, Warangal|MECH|OC|M|15900
Kakatiya Institute of Technology & Science, Warangal|MECH|OC|F|13796
Kakatiya Institute of Technology & Science, Warangal|MECH|BC-A|M|12933
Kakatiya Institute of Technology & Science, Warangal|MECH|BC-A|F|16784
Kakatiya Institute of Technology & Science, Warangal|MECH|BC-B|M|7684
Kakatiya Institute of Technology & Science, Warangal|MECH|BC-B|F|8092
Kakatiya Institute of Technology & Science, Warangal|MECH|BC-C|M|15525
Kakatiya Institute of Technology & Science, Warangal|MECH|BC-C|F|13948
Kakatiya Institute of Technology & Science, Warangal|MECH|BC-D|M|12507
Kakatiya Institute of Technology & Science, Warangal|MECH|BC-D|F|9501
Kakatiya Institute of Technology & Science, Warangal|MECH|SC|M|16868
Kakatiya Institute of Technology & Science, Warangal|MECH|SC|F|16704
Kakatiya Institute of Technology & Science, Warangal|MECH|ST|M|16146
Kakatiya Institute of Technology & Science, Warangal|MECH|ST|F|14514
Kakatiya Institute of Technology & Science, Warangal|MECH|EWS|M|14539
Kakatiya Institute of Technology & Science, Warangal|MECH|EWS|F|13342
Kakatiya Institute of Technology & Science, Warangal|CIVIL|OC|M|8040
Kakatiya Institute of Technology & Science, Warangal|CIVIL|OC|F|11039
Kakatiya Institute of Technology & Science, Warangal|CIVIL|BC-A|M|15487
Kakatiya Institute of Technology & Science, Warangal|CIVIL|BC-A|F|15571
Kakatiya Institute of Technology & Science, Warangal|CIVIL|BC-B|M|13735
Kakatiya Institute of Technology & Science, Warangal|CIVIL|BC-B|F|15840
Kakatiya Institute of Technology & Science, Warangal|CIVIL|BC-C|M|15054
Kakatiya Institute of Technology & Science, Warangal|CIVIL|BC-C|F|10600
Kakatiya Institute of Technology & Science, Warangal|CIVIL|BC-D|M|10946
Kakatiya Institute of Technology & Science, Warangal|CIVIL|BC-D|F|9758
Kakatiya Institute of Technology & Science, Warangal|CIVIL|SC|M|12415
Kakatiya Institute of Technology & Science, Warangal|CIVIL|SC|F|9179
Kakatiya Institute of Technology & Science, Warangal|CIVIL|ST|M|8903
Kakatiya Institute of Technology & Science, Warangal|CIVIL|ST|F|12633
Kakatiya Institute of Technology & Science, Warangal|CIVIL|EWS|M|15244
Kakatiya Institute of Technology & Science, Warangal|CIVIL|EWS|F|8965
Kakatiya Institute of Technology & Science, Warangal|DS|OC|M|6787
Kakatiya Institute of Technology & Science, Warangal|DS|OC|F|8357
Kakatiya Institute of Technology & Science, Warangal|DS|BC-A|M|10247
Kakatiya Institute of Technology & Science, Warangal|DS|BC-A|F|8814
Kakatiya Institute of Technology & Science, Warangal|DS|BC-B|M|8764
Kakatiya Institute of Technology & Science, Warangal|DS|BC-B|F|12954
Kakatiya Institute of Technology & Science, Warangal|DS|BC-C|M|3794
Kakatiya Institute of Technology & Science, Warangal|DS|BC-C|F|11182
Kakatiya Institute of Technology & Science, Warangal|DS|BC-D|M|8097
Kakatiya Institute of Technology & Science, Warangal|DS|BC-D|F|4720
Kakatiya Institute of Technology & Science, Warangal|DS|SC|M|11874
Kakatiya Institute of Technology & Science, Warangal|DS|SC|F|3557
Kakatiya Institute of Technology & Science, Warangal|DS|ST|M|12946
Kakatiya Institute of Technology & Science, Warangal|DS|ST|F|12893
Kakatiya Institute of Technology & Science, Warangal|DS|EWS|M|10224
Kakatiya Institute of Technology & Science, Warangal|DS|EWS|F|10100
